city,province,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,furnishing,availability_date,smoking,cats,dogs
Calgary,Alberta,51.069883,-114.089139,Long Term,Townhouse,2050,2,1,800,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,50.958034338403,-114.034048739673,Negotiable,House,5995,5,3,2262,Furnished,2025-09-01,Non-Smoking,False,True
Calgary,Alberta,51.0394255,-114.1443794,Short Term,Main Floor,2700,3,1,1100,Furnished,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,51.028471254733,-114.07758370105,Long Term,House,7500,7,4,4500,Negotiable,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.061300852983,-114.095442825317,Long Term,Basement,1400,2,1,900,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0418015,-114.0555208,Negotiable,Condo Unit,2300,1,1,644,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0386434,-114.1246434,Negotiable,House,2600,4,2,900,Unfurnished,2025-09-01,Smoking Allowed,True,True
Calgary,Alberta,51.0386631,-114.065895,Long Term,Apartment,1850,1,1,660,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.074007,-114.0681884,Long Term,Duplex,4250,4,3.5,2800,Negotiable,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0965159,-114.0632741,Long Term,Main Floor,2150,3,1.5,1185,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,50.8837601,-113.9542649,Long Term,Townhouse,2595,3,2.5,1200,Unfurnished,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,51.0872517,-114.1285679,Negotiable,Condo Unit,2975,2,2,807,Negotiable,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,51.001628348363,-114.1105253,Long Term,Basement,2200,2,1,1500,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.049123254368,-114.156091338623,Negotiable,Room For Rent,725,6,2,950,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0334111,-114.1248515,Short Term,Basement,1200,1,1,900,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0365191,-114.1249654,Long Term,Townhouse,3300,2,2.5,1108,Furnished,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,50.8975859,-114.0690655,Long Term,Apartment,2000,2,2,874,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.085811,-114.122469,Long Term,Room For Rent,845,1,1,1307,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0091157,-114.1518241,Long Term,Duplex,2600,3,1,1350,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0457661,-114.0714818,Long Term,Condo Unit,2200,2,1,505,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0594287,-114.0340629,Negotiable,House,4000,5,2,1200,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.1842496,-114.0613953,Negotiable,Basement,1400,1,1,550,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.106154109395,-114.077949885645,Negotiable,Duplex,2500,3,2,1300,Furnished,2025-09-01,Non-Smoking,True,False
Calgary,Alberta,51.0405041,-114.0415007,Long Term,House,1700,2,1,750,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.003588,-114.078337,Negotiable,Townhouse,5300,3,3.5,1369,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0380206,-114.124176,12 months,Condo Unit,2700,2,2,870,Furnished,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,51.0824769,-114.1276997,Long Term,Condo Unit,2285,1,1,658,Unfurnished,2025-09-01,Non-Smoking,False,True
Calgary,Alberta,51.0810049,-114.121371,Long Term,House,3200,5,2,1000,Unfurnished,2025-09-01,Non-Smoking,True,False
Calgary,Alberta,51.086132,-114.1289996,Long Term,Condo Unit,1875,1,1,468,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0674518,-114.1156797,Long Term,Apartment,1240,2,1,874,Furnished,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,51.0674518,-114.1156797,Long Term,Apartment,1630,0,1,406,Furnished,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,51.062989,-114.1138456,Negotiable,House,10000,3,4,2484,Negotiable,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,50.9839583,-114.0749224,Negotiable,House,3500,4,3,2100,Furnished,2025-09-01,Non-Smoking,True,True
Calgary,Alberta,51.0676659,-114.0795802,Long Term,Room For Rent,800,2,1,1222,Furnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0447499,-114.0637426,Long Term,Condo Unit,3995,1,1.5,644,Unfurnished,2025-09-01,Non-Smoking,False,False
Calgary,Alberta,51.0791092,-114.0893742,Negotiable,Basement,1900,2,1,900,Furnished,2025-09-02,Non-Smoking,False,False
Calgary,Alberta,51.112359191012,-114.162157495701,Negotiable,Room For Rent,800,1,2.5,11,Furnished,2025-09-03,Non-Smoking,False,False
Calgary,Alberta,51.066028,-114.071122,Long Term,Condo Unit,2888,2,2,900,Furnished,2025-09-03,Non-Smoking,False,False
Calgary,Alberta,51.046476,-114.1531,Long Term,House,2400,2,1,900,Furnished,2025-09-05,Non-Smoking,False,False
Calgary,Alberta,51.0708634,-114.1023843,Negotiable,Townhouse,5500,4,3.5,1644,Furnished,2025-09-08,Non-Smoking,False,False
Calgary,Alberta,51.0198844,-114.1117296,Short Term,House,6500,3,3.5,2755,Furnished,2025-09-15,Non-Smoking,False,False
Calgary,Alberta,51.0396914,-114.0920731,Negotiable,Apartment,2750,1,1.5,1057,Furnished,2025-09-15,Non-Smoking,False,False
Calgary,Alberta,51.0497369,-114.0427601,Short Term,House,3950,4,2,2300,Unfurnished,2025-09-15,Smoking Allowed,True,True
Calgary,Alberta,51.15896,-114.05601,Long Term,Condo Unit,1850,1,1,644,Negotiable,2025-09-15,Non-Smoking,True,True
Calgary,Alberta,51.182579528753,-114.090673512164,Negotiable,Condo Unit,2250,2,2,725,Unfurnished,2025-09-15,Non-Smoking,False,False
Calgary,Alberta,51.1878701,-114.1686911,Negotiable,House,5500,3,2.5,2612,Furnished,2025-09-15,Non-Smoking,False,False
Calgary,Alberta,51.0940349,-114.1304338,Long Term,Room For Rent,850,1,1,1307,Furnished,2025-09-30,Non-Smoking,False,False
Calgary,Alberta,51.1841519,-114.0675735,Long Term,Townhouse,2500,2,1,919,Unfurnished,2025-10-01,Non-Smoking,True,True
Calgary,Alberta,51.1611914,-113.9417412,Long Term,Basement,1500,1,1,850,Negotiable,2025-10-01,Non-Smoking,True,True
Calgary,Alberta,51.1612088,-113.9354823,Long Term,Duplex,2500,3,2.5,1576,Negotiable,2025-10-01,Non-Smoking,True,True
Calgary,Alberta,51.0342791,-113.9939176,Negotiable,Basement,1600,1,1,600,Furnished,2025-10-01,Non-Smoking,True,True
Calgary,Alberta,51.0342791,-113.9939176,Negotiable,Main Floor,2600,2,1,700,Furnished,2025-10-01,Non-Smoking,True,True
Calgary,Alberta,51.06395,-114.1291508,Negotiable,Room For Rent,1500,1,1,1307,Furnished,2025-10-01,Non-Smoking,False,False
Calgary,Alberta,51.051959813673,-114.217026650293,Long Term,House,6850,5,3.5,3700,Unfurnished,2025-10-01,Non-Smoking,True,True
Calgary,Alberta,51.0376093,-114.0727448,Negotiable,Apartment,2675,2,1,800,Furnished,2025-10-04,Non-Smoking,False,False
Calgary,Alberta,51.0471118,-114.0588037,Negotiable,Condo Unit,2175,1,1,700,Furnished,2025-10-04,Non-Smoking,False,False
Calgary,Alberta,51.0419755,-114.0594055,Negotiable,Condo Unit,4400,2,2,860,Furnished,2025-10-04,Non-Smoking,False,False
Calgary,Alberta,51.05052886942,-114.113556103467,Long Term,Apartment,1995,2,1,874,Unfurnished,2025-10-07,Non-Smoking,False,False
Calgary,Alberta,50.8606067,-114.0238414,Long Term,Condo Unit,2390,2,2,1090,Negotiable,2025-10-11,Non-Smoking,True,True
Calgary,Alberta,51.0491572,-114.0822146,Negotiable,Condo Unit,2500,1,1,700,Furnished,2025-10-16,Non-Smoking,True,True
Calgary,Alberta,51.0471616,-114.0589455,Long Term,Condo Unit,2175,1,1,720,Furnished,2025-10-19,Non-Smoking,False,False
Calgary,Alberta,51.032179,-114.0617678,Negotiable,Condo Unit,3150,2,2.5,1300,Unfurnished,2025-10-31,Non-Smoking,True,True
Calgary,Alberta,51.0794606,-114.1182574,Negotiable,Room For Rent,900,1,1,1700,Furnished,2025-11-01,Non-Smoking,False,False
Calgary,Alberta,50.9924996,-114.0756739,Negotiable,Room For Rent,925,1,1,1100,Negotiable,2025-11-01,Non-Smoking,True,True
Calgary,Alberta,51.0690819,-114.1007787,Long Term,Room For Rent,1000,1,1,1200,Unfurnished,2025-11-15,Non-Smoking,False,False
Calgary,Alberta,51.1609133,-114.0988033,Long Term,Duplex,2700,3,2.5,1350,Furnished,2025-12-01,Non-Smoking,True,True
Calgary,Alberta,51.079489,-114.120645,Negotiable,Room For Rent,950,1,1,800,Furnished,2025-12-01,Non-Smoking,False,False
Calgary,Alberta,50.9674719,-114.1164862,Negotiable,House,4200,5,3.5,2600,Negotiable,2025-12-01,Non-Smoking,True,True
Calgary,Alberta,50.8645045,-114.006988,Long Term,Basement,1700,2,1,950,Unfurnished,2025-12-30,Non-Smoking,False,False
Calgary,Alberta,51.0101079,-114.1512183,Negotiable,Room For Rent,925,6,2,1765,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.182213,-114.0913387,Long Term,Condo Unit,2600,2,2,947,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1820471,-114.116752,Long Term,House,3680,4,2.5,2500,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.1718637,-113.9521702,Long Term,Duplex,1500,2,1,670,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0836106,-114.0602277,Long Term,Basement,1200,1,1,1000,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,50.9074873,-113.9720978,Short Term,Room For Rent,800,4,4,1700,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0472856,-114.0522252,Negotiable,Condo Unit,2000,1,1,630,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9111182,-113.940978,Long Term,Main Floor,2700,3,2.5,2125,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.041704331378,-113.976869911432,Negotiable,Room For Rent,850,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8560319,-113.9959065,Long Term,Basement,1575,2,1,850,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.082733,-114.1957447,Long Term,Basement,1800,2,1,1065,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.09960775719,-114.158101744181,Negotiable,Room For Rent,870,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1257678,-113.9461264,Long Term,Condo Unit,2250,2,2,950,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1064713,-114.1906003,Long Term,Main Floor,2000,2,1,1100,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1010274,-114.0504383,Long Term,Basement,1000,1,1,850,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.97813,-114.07336,Long Term,Condo Unit,1850,1,1,702,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9158329,-113.9449004,Long Term,Main Floor,1900,2,2,1000,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.0401551,-114.0601539,Long Term,Condo Unit,2950,2,2,911,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8607753,-114.0233735,Long Term,Condo Unit,2100,1,1,706,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,50.9738665,-114.0942416,Long Term,House,3000,3,2,1150,Negotiable,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.0404272,-114.0325755,Negotiable,Condo Unit,1790,0,1,486,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0582236,-114.1743738,Long Term,Townhouse,1975,2,3,2000,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.864686,-113.9486437,Long Term,Townhouse,2400,2,2.5,1108,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1545784,-114.1337153,Long Term,House,2950,4,2.5,1921,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0379235,-114.2492944,Long Term,House,5400,5,3.5,6000,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0211153,-114.1114839,Long Term,Loft,2100,1,1.5,747,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0386245,-114.0603557,Long Term,Condo Unit,2600,2,2,1000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0641725,-114.0496704,Short Term,House,29990,3,2,1707,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8678532,-113.954455,Long Term,Townhouse,2200,2,2.5,1490,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0912765,-114.1275222,Long Term,Main Floor,2280,3,1.5,1100,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0395893,-114.0646344,Long Term,Condo Unit,2600,2,2,1100,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8792832,-113.9485172,Long Term,Condo Unit,2300,3,2,1150,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0686107,-114.0518744,Long Term,Basement,1250,0,none,500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0341857,-114.1909421,Long Term,Townhouse,2700,2,1.5,1328,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1510901,-114.0596993,Long Term,House,2550,3,2,1400,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0867628,-114.1295389,Long Term,Condo Unit,2450,2,2,683,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.029282953903,-114.142119954492,Long Term,Apartment,1750,2,1,1000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0229386,-114.1021679,Long Term,Townhouse,3100,3,2.5,1900,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0518897,-114.0793117,Negotiable,Condo Unit,7000,2,2.5,1900,Furnished,2025-02-21,Smoking Allowed,True,True
Calgary,Alberta,51.1417943,-114.2555932,Long Term,Townhouse,2600,2,2.5,1100,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0353203,-114.1415914,Negotiable,Room For Rent,850,1,2,1200,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1414204,-114.1353414,Negotiable,Basement,1450,1,1,1000,Furnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.0518897,-114.0793117,Negotiable,Condo Unit,7000,2,2.5,1900,Furnished,2025-02-21,Smoking Allowed,True,True
Calgary,Alberta,51.0726084,-114.1001421,Long Term,Main Floor,2200,2,1,1300,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.1195648,-114.191279,Long Term,Duplex,1800,3,2,950,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.119579026018,-114.18709661272,Negotiable,House,2900,3,2,1300,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0408118,-114.2218451,Negotiable,Basement,1680,2,1,919,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0345777,-113.9689083,Long Term,Main Floor,2400,3,1,900,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0631135,-114.137383,Long Term,Room For Rent,650,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1312432,-114.065067,Negotiable,Room For Rent,750,1,1,1246,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.108843,-114.0731988,Long Term,Duplex,1950,2,1,1041,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1451896,-114.183967,Long Term,Basement,1400,1,1,710,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.04431,-114.0941,Long Term,Condo Unit,1850,1,1,750,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0047668,-114.0683531,Long Term,House,2600,2,1,1550,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1074218,-114.0656253,Long Term,Basement,1780,2,1,1000,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.061319,-114.011084,Long Term,Room For Rent,900,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.939356,-114.0526232,Long Term,House,6500,4,3.5,2108,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9184653,-113.9203683,Negotiable,Room For Rent,750,1,1,1307,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0518897,-114.0793117,Negotiable,Vacation Home,2300,1,1,500,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.9419884,-114.133419,Negotiable,Room For Rent,900,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.969739365608,-114.108254285181,Long Term,House,3300,4,2,1569,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.8792832,-113.9485172,Long Term,Condo Unit,3000,3,2,1150,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.048654,-114.0851009,Long Term,Condo Unit,2200,1,1,704,Negotiable,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.0418015,-114.0555208,Long Term,Apartment,2100,1,1,510,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0418015,-114.0555208,Long Term,Apartment,2100,1,1,510,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.8935939,-113.9440269,Long Term,Condo Unit,2100,2,1,947,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1181441,-114.1475235,Long Term,House,4995,4,3.5,3500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.068781472865,-114.103197638403,Long Term,Room For Rent,725,5,1,1300,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8888036,-113.9513278,Long Term,Basement,1750,1,1,739,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.100322891036,-114.168241903596,Negotiable,House,10000,4,3.5,2500,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.083965845184,-114.200399136534,Short Term,Main Floor,2900,3,1,1100,Furnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.1111936,-114.1920559,Negotiable,Room For Rent,1300,1,1,1307,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0023275,-114.0736964,Long Term,Condo Unit,2200,2,1,890,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0563978,-114.0568838,Negotiable,Condo Unit,2000,1,1,644,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1484015,-114.1890767,Long Term,Townhouse,2975,4,3,1500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1241206,-114.0561995,Long Term,Room For Rent,800,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.148389509114,-114.189696782617,Negotiable,House,3300,5,5.5,2230,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.086565,-114.128886,Long Term,Condo Unit,2600,1,1,431,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.055709031715,-114.009039366934,Long Term,House,2600,5,2,1200,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0396011,-114.0698458,Long Term,Apartment,1600,1,1,700,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0282825,-114.1023275,Long Term,Townhouse,3950,3,2.5,1388,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0469979,-114.0497096,Long Term,Condo Unit,2300,1,1,670,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0401551,-114.0601539,Long Term,Condo Unit,2695,2,2,850,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.04431,-114.0941,Long Term,Condo Unit,2375,2,1,947,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1208264,-114.1851357,Long Term,House,3000,3,2.5,1200,Furnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.0386867,-114.1891774,Long Term,Townhouse,4600,3,3.5,3000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0328756,-114.1292506,Negotiable,Room For Rent,1100,3,3.5,1413,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.118211,-114.1882429,Long Term,Room For Rent,750,1,1,900,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.030337699166,-114.097702160083,Negotiable,Room For Rent,735,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8679864,-113.9424315,Long Term,Basement,1545,2,1,546,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.976922,-114.004318,Long Term,Basement,1495,2,1,919,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.1440067,-114.0519813,Long Term,Main Floor,2300,3,2,1300,Unfurnished,2025-07-01,Non-Smoking,True,True
Calgary,Alberta,51.07855,-114.1439,Long Term,Apartment,2220,1,1,545,Negotiable,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.07855,-114.1439,Long Term,Apartment,2220,1,1,545,Negotiable,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,50.8839527,-113.9523151,Long Term,Condo Unit,1650,1,1,684,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0444482,-114.0967355,Long Term,Apartment,2440,2,2,848,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0444482,-114.0967355,Long Term,Apartment,2440,2,2,993,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0444482,-114.0967355,Long Term,Apartment,2550,2,2,980,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.039594,-114.077181,Long Term,Apartment,2055,2,1,889,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.039594,-114.077181,Long Term,Apartment,1725,1,1,757,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.039594,-114.077181,Long Term,Apartment,2195,2,2,909,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0439289,-114.1414509,Long Term,Apartment,1450,1,1,550,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1268586,-113.933133,Negotiable,Basement,1500,2,1.5,919,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.077513820332,-114.045234519627,Negotiable,Room For Rent,1000,1,2,3000,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.084476244585,-114.266101558895,Negotiable,House,3995,5,3.5,3600,Negotiable,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0998448,-113.9502997,Negotiable,Basement,1350,2,1,919,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1515185,-113.9355919,Long Term,Townhouse,2350,4,2.5,1357,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0400384,-114.0707452,Short Term,Condo Unit,2150,1,1,550,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.966863044454,-114.074355773016,Long Term,Condo Unit,1699,1,1,644,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.894682268876,-114.108774876954,Long Term,Townhouse,2700,3,2.5,1495,Negotiable,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,50.9162321,-114.0726418,Long Term,Condo Unit,1699,1,1,644,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0598955,-114.0979154,Long Term,Apartment,1900,2,1,1800,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0598955,-114.0979154,Long Term,Apartment,1900,2,1,1600,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0675123,-114.0827292,Long Term,Townhouse,2280,2,1.5,850,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0675123,-114.0827292,Negotiable,Townhouse,2280,1,1.5,20,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0437342,-114.1730765,Long Term,Basement,1595,2,1,2000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8613245,-114.0652569,Long Term,Basement,1500,1,1,821,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.04431,-114.0941,Long Term,Apartment,1850,1,1,539,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.04431,-114.0941,Long Term,Apartment,2375,2,1,816,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1855922,-114.1085467,Long Term,Townhouse,3000,4,2.5,1644,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.083401470865,-114.054477697951,Long Term,Duplex,1840,2,1,850,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.083401470865,-114.054477697951,Long Term,Duplex,1840,2,2,1041,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.0742787,-114.1129848,Negotiable,Room For Rent,650,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.912606,-113.9280917,Long Term,Townhouse,2500,3,1,1233,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.912606,-113.9280917,Long Term,Townhouse,2500,3,1,1233,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.912606,-113.9280917,Long Term,Townhouse,2500,3,1,1233,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.912606,-113.9280917,Long Term,Townhouse,2500,3,1,1233,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.152912,-114.2455363,Long Term,Basement,2000,2,1.5,900,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1742136,-114.1610806,Long Term,Basement,1600,2,1,1100,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8661884,-114.0272397,Long Term,Apartment,2200,2,2,1100,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8661884,-114.0272397,Long Term,Apartment,2200,2,2,1100,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9799325,-114.0060894,Long Term,Duplex,2300,3,1,1030,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.9799325,-114.0060894,Long Term,Duplex,1700,2,1,1000,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0331401,-114.116731,Long Term,Duplex,1700,2,1,1100,Unfurnished,2025-02-21,Non-Smoking,True,False
